cell_id,cycle_number,capacity_ah,cap_endpoint_ah,mean_voltage_v,min_voltage_v,max_voltage_v,mean_abs_current_a,mean_temperature_c,duration_s,n_samples,dt_s,soh,is_synthetic
B0007,66,1.704233,1.687658,3.532985,2.173952,4.202001,1.930474,32.073198,3176.438000,339,9.375000,0.852117,False
B0007,67,1.699300,1.683074,3.532159,2.178385,4.202601,1.930572,32.096356,3167.593000,338,9.375000,0.849650,False
B0007,68,1.694150,1.677927,3.530838,2.191482,4.202329,1.924723,32.179182,3167.719000,338,9.375000,0.847075,False
B0007,69,1.689030,1.673206,3.529696,2.175347,4.202856,1.924600,32.204005,3159.078000,337,9.375000,0.844515,False
B0007,70,1.683829,1.667437,3.528182,2.183292,4.202213,1.924379,32.184876,3148.829000,336,9.375000,0.841914,False
B0007,71,1.675912,1.662266,3.526573,2.192864,4.202336,1.918403,32.166818,3149.094000,336,9.360000,0.837956,False
B0007,72,1.673395,1.657424,3.524502,2.156097,4.201997,1.918166,32.189695,3140.547000,335,9.375000,0.836698,False
B0007,73,1.668336,1.652539,3.522855,2.138540,4.201600,1.918099,32.187239,3131.625000,334,9.375000,0.834168,False
B0007,74,1.663220,1.647217,3.522283,2.164649,4.201962,1.917959,32.142236,3121.907000,333,9.375000,0.831610,False
B0007,75,1.657779,1.636414,3.518992,2.118721,4.202046,1.911679,32.114225,3122.125000,333,9.375000,0.828889,False
B0007,76,1.655061,1.636255,3.517784,2.137787,4.204697,1.911602,31.958479,3121.672000,333,9.360000,0.827531,False
B0007,77,1.662956,1.641119,3.521223,2.103156,4.203964,1.917649,32.450796,3120.860000,333,9.375000,0.831478,False
B0007,78,1.647357,1.631570,3.517223,2.186738,4.201985,1.911140,31.899852,3103.828000,331,9.375000,0.823679,False
B0007,79,1.642141,1.621213,3.512501,2.100775,4.201780,1.910868,31.764868,3095.094000,330,9.375000,0.821070,False
B0007,80,1.637090,1.616427,3.512961,2.141701,4.202221,1.904981,31.878633,3095.781000,330,9.375000,0.818545,False
B0007,81,1.637198,1.615824,3.512520,2.091230,4.201389,1.905112,32.310700,3094.328000,330,9.375000,0.818599,False
B0007,82,1.632075,1.616724,3.515145,2.166301,4.201621,1.904922,32.583676,3086.531000,329,9.375000,0.816037,False
B0007,83,1.626803,1.610866,3.513443,2.184364,4.201669,1.898767,32.496869,3085.625000,329,9.375000,0.813402,False
B0007,84,1.621680,1.600660,3.509709,2.113996,4.202567,1.904362,32.195803,3067.203000,327,9.375000,0.810840,False
B0007,85,1.616598,1.595917,3.504277,2.028778,4.201472,1.904217,31.964581,3058.157000,326,9.375000,0.808299,False
B0007,86,1.611548,1.596218,3.509208,2.194891,4.201333,1.898271,32.286673,3058.812000,326,9.375000,0.805774,False
B0007,87,1.611162,1.595807,3.509506,2.162112,4.201523,1.897812,32.586435,3058.578000,326,9.375000,0.805581,False
B0007,88,1.611194,1.590651,3.505203,2.009280,4.201386,1.903689,32.641130,3049.328000,325,9.375000,0.805597,False
B0007,89,1.619250,1.688821,3.528118,2.144268,4.219452,1.936999,32.418750,3177.219000,339,9.375000,0.809625,False
B0007,90,1.627346,1.625994,3.519591,2.096281,4.203918,1.923342,32.823028,3082.937000,329,9.375000,0.813673,False
B0007,91,1.637330,1.615743,3.514626,2.037656,4.202046,1.916900,32.832388,3074.266000,328,9.375000,0.818665,False
B0007,92,1.626883,1.605663,3.511549,2.050266,4.201593,1.910474,32.652604,3066.000000,327,9.375000,0.813441,False
B0007,93,1.616645,1.594975,3.510770,2.142164,4.201214,1.904277,32.489710,3056.437000,326,9.375000,0.808322,False
B0007,94,1.611458,1.590410,3.508045,2.093099,4.201661,1.904006,32.414700,3048.219000,325,9.375000,0.805729,False
B0007,95,1.606224,1.585352,3.507748,2.109504,4.201750,1.903682,32.465714,3039.218000,324,9.375000,0.803112,False
B0007,96,1.601196,1.579974,3.506667,2.129545,4.201226,1.897718,32.519086,3039.047000,324,9.375000,0.800598,False
B0007,97,1.595937,1.575219,3.506184,2.138556,4.201797,1.897342,32.561597,3030.375000,323,9.375000,0.797968,False
B0007,98,1.590728,1.569798,3.505100,2.143779,4.201200,1.897024,32.545547,3021.000000,322,9.375000,0.795364,False
B0007,99,1.585631,1.570257,3.505448,2.199197,4.201289,1.890944,32.590784,3021.750000,322,9.375000,0.792816,False
B0007,100,1.585664,1.565250,3.500074,2.025290,4.201033,1.896879,32.606004,3012.265000,321,9.375000,0.792832,False
B0007,101,1.580390,1.559634,3.501165,2.087423,4.201483,1.896478,32.594092,3002.641000,320,9.375000,0.790195,False
B0007,102,1.585604,1.564982,3.500407,2.086320,4.196166,1.896799,32.628822,3012.000000,321,9.375000,0.792802,False
B0007,103,1.595863,1.574979,3.507816,2.058825,4.205246,1.903150,33.278335,3020.110000,322,9.375000,0.797932,False
B0007,104,1.585719,1.565281,3.502524,2.007723,4.201510,1.902871,33.152191,3002.172000,320,9.375000,0.792860,False
B0007,105,1.575329,1.559755,3.505156,2.190683,4.201910,1.896330,33.009725,2992.703000,319,9.375000,0.787665,False
B0007,106,1.570482,1.549898,3.498365,2.008435,4.199866,1.908441,32.775045,2964.468000,316,9.375000,0.785241,False
B0007,107,1.564949,1.543877,3.500141,2.164636,4.200860,1.889757,32.839184,2983.375000,318,9.375000,0.782475,False
B0007,108,1.565115,1.545019,3.499095,2.064743,4.201621,1.895917,33.108861,2975.297000,317,9.375000,0.782557,False
B0007,109,1.559743,1.544594,3.501036,2.170173,4.201149,1.889409,33.251488,2974.985000,317,9.375000,0.779872,False
B0007,110,1.554431,1.534309,3.497212,2.120751,4.200811,1.888932,33.011053,2966.250000,316,9.375000,0.777215,False
B0007,111,1.549164,1.528760,3.496090,2.136272,4.200374,1.888513,32.880925,2956.359000,315,9.375000,0.774582,False
B0007,112,1.549425,1.528926,3.495877,2.093857,4.201791,1.888828,33.126464,2956.344000,315,9.375000,0.774713,False
B0007,113,1.549407,1.529092,3.493116,2.000000,4.200670,1.888811,33.386599,2956.406000,315,9.375000,0.774704,False
B0007,114,1.543970,1.523906,3.492656,2.030577,4.200218,1.888168,33.250804,2947.266000,314,9.375000,0.771985,False
B0007,115,1.538858,1.518668,3.492088,2.075880,4.200675,1.887929,33.062320,2937.984000,313,9.375000,0.769429,False
B0007,116,1.533794,1.513648,3.490216,2.079355,4.200371,1.887750,32.901375,2929.125000,312,9.375000,0.766897,False
B0007,117,1.533845,1.513605,3.490593,2.058511,4.200966,1.887812,33.149955,2928.454000,312,9.375000,0.766923,False
B0007,118,1.533741,1.513947,3.491142,2.025311,4.201493,1.887693,33.500841,2929.375000,312,9.375000,0.766870,False
B0007,119,1.541409,1.533960,3.492836,2.006958,4.192768,1.901024,33.150949,2946.031000,314,9.375000,0.770705,False
B0007,120,1.554599,1.539137,3.502516,2.197926,4.204602,1.895139,33.279122,2955.438000,315,9.375000,0.777299,False
B0007,121,1.543931,1.523625,3.492954,2.029942,4.200995,1.894161,33.017814,2937.625000,313,9.375000,0.771965,False
B0007,122,1.533601,1.513581,3.491746,2.117150,4.201036,1.887518,32.735686,2929.078000,312,9.375000,0.766800,False
B0007,123,1.528388,1.507785,3.490432,2.130990,4.200762,1.887148,32.645686,2918.375000,311,9.375000,0.764194,False
B0007,124,1.523227,1.503196,3.488861,2.129432,4.201014,1.880777,32.659471,2919.812000,311,9.375000,0.761613,False
B0007,125,1.517985,1.497822,3.489193,2.164511,4.200439,1.886441,32.616740,2900.422000,309,9.375000,0.758992,False
B0007,126,1.512843,1.492849,3.487879,2.174301,4.200265,1.880042,32.603408,2901.375000,309,9.375000,0.756422,False
B0007,127,1.507456,1.492414,3.486431,2.192898,4.200152,1.873350,32.513251,2901.187000,309,9.375000,0.753728,False
B0007,128,1.507675,1.487483,3.481257,2.029850,4.200453,1.879705,32.465559,2891.640000,308,9.375000,0.753838,False
B0007,129,1.502278,1.482535,3.482355,2.095949,4.200291,1.879077,32.468953,2882.906000,307,9.375000,0.751139,False
B0007,130,1.497323,1.482787,3.483507,2.177723,4.199878,1.872883,32.512975,2883.265000,307,9.375000,0.748662,False
B0007,131,1.497166,1.476971,3.478977,2.056251,4.200437,1.872682,32.460777,2882.969000,307,9.375000,0.748583,False
B0007,132,1.502112,1.481902,3.483501,2.151251,4.193077,1.872770,32.761794,2891.656000,308,9.375000,0.751056,False
B0007,133,1.512853,1.498137,3.489970,2.169370,4.203372,1.880053,32.965087,2901.250000,309,9.375000,0.756427,False
B0007,134,1.499959,1.482078,3.484801,2.116759,4.202065,1.873080,32.818886,2891.703000,308,9.360000,0.749979,False
B0007,135,1.497093,1.477116,3.478354,2.009424,4.200087,1.872594,32.645297,2883.016000,307,9.375000,0.748546,False
B0007,136,1.492128,1.472077,3.475695,2.003479,4.199759,1.872480,32.405446,2873.453000,306,9.375000,0.746064,False
B0007,137,1.486939,1.472248,3.481432,2.172989,4.199843,1.865969,32.758705,2874.031000,306,9.375000,0.743470,False
B0007,138,1.486823,1.467011,3.479606,2.087465,4.200352,1.865820,32.976513,2874.234000,306,9.375000,0.743411,False
B0007,139,1.481700,1.461767,3.478226,2.110564,4.200170,1.865493,32.735156,2864.984000,305,9.375000,0.740850,False
B0007,140,1.476578,1.456695,3.474323,2.072469,4.199912,1.865157,32.454922,2855.093000,304,9.375000,0.738289,False
B0007,141,1.471328,1.451355,3.473731,2.125383,4.199564,1.858527,32.339809,2855.625000,304,9.375000,0.735664,False
B0007,142,1.471641,1.451616,3.474813,2.114733,4.199951,1.858928,32.636213,2855.594000,304,9.375000,0.735820,False
B0007,143,1.466252,1.446816,3.476096,2.173845,4.199960,1.858231,32.688115,2847.437000,303,9.375000,0.733126,False
B0007,144,1.466167,1.446757,3.468682,2.000000,4.200415,1.858124,32.474645,2847.360000,303,9.375000,0.733084,False
B0007,145,1.461033,1.441380,3.466196,2.003380,4.199553,1.857744,32.240101,2837.328000,302,9.375000,0.730516,False
B0007,146,1.455949,1.436246,3.468183,2.116471,4.199707,1.851280,32.197269,2837.281000,302,9.375000,0.727974,False
B0007,147,1.456092,1.436815,3.467861,2.051877,4.199300,1.851457,32.511949,2838.515000,302,9.375000,0.728046,False
B0007,148,1.455966,1.436295,3.466250,2.003221,4.200086,1.857457,32.471984,2828.328000,301,9.375000,0.727983,False
B0007,149,1.461113,1.441858,3.462469,2.000000,4.189989,1.857849,32.161462,2838.265000,302,9.375000,0.730557,False
B0007,150,1.468419,1.467206,3.480518,2.190812,4.202671,1.865867,32.524631,2864.547000,305,9.375000,0.734209,False
B0007,151,1.471424,1.451864,3.472314,2.033261,4.199187,1.864787,32.550115,2846.390000,303,9.375000,0.735712,False
B0007,152,1.461194,1.447138,3.474362,2.191354,4.199639,1.857950,32.405777,2837.969000,302,9.375000,0.730597,False
B0007,153,1.455920,1.441791,3.472282,2.184071,4.200028,1.851245,32.357070,2838.156000,302,9.375000,0.727960,False
B0007,154,1.450826,1.431631,3.470176,2.166437,4.199347,1.850912,32.311792,2829.843000,301,9.375000,0.725413,False
B0007,155,1.450797,1.431808,3.463501,2.000000,4.199149,1.850858,32.293814,2829.625000,301,9.375000,0.725398,False
B0007,156,1.445658,1.426256,3.467453,2.131417,4.199648,1.850448,32.300514,2819.437000,300,9.375000,0.722829,False
B0007,157,1.440381,1.426088,3.467586,2.188996,4.199193,1.843699,32.280924,2819.579000,300,9.375000,0.720190,False
B0007,158,1.440423,1.421263,3.462183,2.032246,4.199054,1.849911,32.270333,2810.672000,299,9.375000,0.720212,False
B0007,159,1.435275,1.416327,3.465963,2.169513,4.199880,1.843305,32.338789,2811.485000,299,9.375000,0.717638,False
B0007,160,1.435260,1.416578,3.460173,2.000000,4.198680,1.849470,32.371661,2802.422000,298,9.375000,0.717630,False
B0007,161,1.429972,1.410840,3.464226,2.153449,4.199235,1.842652,32.437315,2801.625000,298,9.375000,0.714986,False
B0007,162,1.430027,1.410995,3.458799,2.010157,4.198951,1.842734,32.363266,2802.031000,298,9.375000,0.715014,False
B0007,163,1.424865,1.406171,3.462081,2.132719,4.199394,1.842255,32.372044,2793.390000,297,9.375000,0.712432,False
B0007,164,1.424885,1.406336,3.457878,2.011476,4.198995,1.842280,32.452028,2793.390000,297,9.375000,0.712443,False
B0007,165,1.419732,1.400455,3.461591,2.161046,4.198422,1.835618,32.502943,2792.485000,297,9.375000,0.709866,False
B0007,166,1.426830,1.421787,3.462906,2.014355,4.188887,1.856106,32.679387,2802.016000,298,9.375000,0.713415,False
B0007,167,1.433964,1.432455,3.475358,2.173212,4.205072,1.857453,32.842704,2820.390000,300,9.375000,0.716982,False
B0007,168,1.441134,1.800322,3.559191,2.055707,4.199149,1.962224,31.667135,3301.984972,3301,1.000000,0.720567,True
B0007,169,1.448340,1.862919,3.561602,2.110552,4.197482,1.957971,31.909458,3430.491092,3430,1.000000,0.724170,True
B0007,170,1.455582,1.692489,3.509212,2.047425,4.194970,1.897056,32.330533,3214.299609,3214,1.000000,0.727791,True
B0007,171,1.462859,1.660455,3.515297,2.159650,4.200683,1.919991,32.753593,3108.784533,3108,1.000000,0.731430,True
B0007,172,1.470174,1.759253,3.537926,2.111289,4.208586,1.918666,32.001702,3298.256620,3298,1.000000,0.735087,True
B0007,173,1.477525,1.596879,3.479027,2.028584,4.197505,1.834318,32.448493,3143.641881,3143,1.000000,0.738762,True
B0007,174,1.484912,1.525288,3.506911,2.099159,4.204502,1.931819,31.946842,2832.127704,2832,1.000000,0.742456,True
B0007,175,1.492337,1.664120,3.507776,2.095531,4.197379,1.884360,32.847059,3184.065444,3184,1.000000,0.746168,True
B0007,176,1.391337,1.391337,3.437171,2.120613,4.201943,1.817591,32.648024,2736.635300,2736,1.000000,0.695668,True
B0007,177,1.398294,1.537276,3.501102,2.059760,4.202320,1.908535,32.162083,2895.950509,2895,1.000000,0.699147,True
B0007,178,1.405285,1.718470,3.531040,2.079890,4.203415,1.933877,32.025284,3197.191279,3197,1.000000,0.702643,True
B0007,179,1.391337,1.391337,3.436661,2.177835,4.197598,1.849164,33.146100,2736.635300,2736,1.000000,0.695668,True
B0007,180,1.398294,1.666864,3.527161,2.157148,4.203654,1.916045,32.629742,3134.096652,3134,1.000000,0.699147,True
B0007,181,1.405285,1.575752,3.495907,2.081055,4.198526,1.880961,32.969060,3019.817340,3019,1.000000,0.702643,True
B0007,182,1.412311,1.729085,3.543390,2.000000,4.196639,1.949092,32.187636,3186.999282,3186,1.000000,0.706156,True
B0007,183,1.419373,1.691654,3.515095,2.000000,4.197686,1.907781,32.689774,3194.646746,3194,1.000000,0.709687,True
B0007,184,1.426470,1.690237,3.510755,2.000000,4.194920,1.888352,32.614380,3226.670594,3226,1.000000,0.713235,True
B0007,185,1.433602,1.678226,3.527987,2.187746,4.207445,1.931337,32.638571,3123.152577,3123,1.000000,0.716801,True
B0007,186,1.440770,1.889124,3.573105,2.030892,4.199341,1.971556,32.568600,3467.010742,3467,1.000000,0.720385,True
B0007,187,1.447974,1.545224,3.478572,2.059150,4.199965,1.875014,32.235069,2971.616984,2971,1.000000,0.723987,True
B0007,188,1.455214,1.679459,3.521169,2.048698,4.202522,1.917856,33.156815,3146.138565,3146,1.000000,0.727607,True
B0007,189,1.462490,1.842846,3.554301,2.000000,4.200887,1.949913,32.571209,3407.759394,3407,1.000000,0.731245,True
B0007,190,1.469803,1.773815,3.536916,2.138285,4.202743,1.916277,32.676032,3334.120066,3334,1.000000,0.734901,True
B0007,191,1.477152,1.949578,3.580435,2.059234,4.203553,1.987412,30.906019,3568.882843,3568,1.000000,0.738576,True
B0007,192,1.484537,1.890572,3.561836,2.000000,4.202704,1.951510,32.242315,3492.274095,3492,1.000000,0.742269,True
B0018,0,1.865783,1.855005,3.527546,2.472161,4.188196,1.954211,32.009505,3434.891000,366,9.391000,0.932891,False
B0018,1,1.854323,1.843196,3.534836,2.411438,4.186704,1.947491,32.093940,3425.485000,362,9.469000,0.927162,False
B0018,2,1.850194,1.839602,3.538247,2.394396,4.188811,1.952085,31.492631,3410.375000,358,9.531000,0.925097,False
B0018,3,1.841169,1.830674,3.537698,2.399948,4.188875,1.946124,31.013473,3404.719000,355,9.594000,0.920584,False
B0018,4,1.843267,1.832700,3.542668,2.385146,4.189909,1.941297,32.097741,3417.641000,354,9.656000,0.921634,False
B0018,5,1.841259,1.828529,3.545104,2.371677,4.190510,1.940081,32.141626,3411.766000,351,9.734000,0.920630,False
B0018,6,1.825412,1.821201,3.547514,2.496449,4.190324,1.933609,31.784860,3399.516000,348,9.766000,0.912706,False
B0018,7,1.820875,1.815170,3.544812,2.437451,4.190302,1.933298,31.419901,3388.750000,345,9.828000,0.910437,False
B0018,8,1.815798,1.804298,3.543478,2.415221,4.188518,1.932628,31.250362,3380.406000,342,9.890000,0.907899,False
B0018,9,1.824877,1.823100,3.543133,2.377432,4.191794,1.938791,31.278227,3404.141000,343,9.937000,0.912438,False
B0018,10,1.824631,1.812125,3.545155,2.388749,4.190699,1.931966,31.643919,3396.141000,340,10.000000,0.912316,False
B0018,11,1.810536,1.804692,3.545032,2.432290,4.190263,1.925061,31.432008,3384.094000,337,10.047000,0.905268,False
B0018,12,1.796243,1.790844,3.544089,2.497496,4.189705,1.918053,31.021594,3370.656000,334,10.094000,0.898121,False
B0018,13,1.787820,1.783471,3.541317,2.478769,4.188354,1.917427,30.673348,3357.797000,331,10.141000,0.893910,False
B0018,14,1.791322,1.780939,3.541198,2.385849,4.193543,1.918118,30.950426,3363.015000,330,10.188000,0.895661,False
B0018,15,1.784282,1.771209,3.541255,2.372854,4.190238,1.910662,31.576471,3357.734000,327,10.281000,0.892141,False
B0018,16,1.775023,1.768630,3.542748,2.408691,4.190757,1.909474,31.628672,3344.187000,325,10.297000,0.887511,False
B0018,17,1.759736,1.753630,3.541251,2.496332,4.189715,1.896192,31.234912,3339.969000,323,10.343500,0.879868,False
B0018,18,1.752820,1.746220,3.535026,2.419990,4.187636,1.894991,30.708981,3327.641000,320,10.406000,0.876410,False
B0018,19,1.749294,1.737665,3.532663,2.358732,4.191005,1.900307,30.367410,3312.844000,317,10.454000,0.874647,False
B0018,20,1.737230,1.731517,3.533311,2.445810,4.190697,1.893753,30.213633,3302.031000,315,10.484000,0.868615,False
B0018,21,1.718938,1.708595,3.527387,2.380854,4.185878,1.874059,30.361329,3305.547000,314,10.516000,0.859469,False
B0018,22,1.717312,1.711470,3.529603,2.436956,4.188109,1.879268,30.321322,3289.562000,311,10.578000,0.858656,False
B0018,23,1.712801,1.707502,3.528971,2.467137,4.188302,1.878118,30.238268,3283.797000,309,10.625000,0.856400,False
B0018,24,1.721365,1.749238,3.532274,2.412937,4.189625,1.899426,30.326274,3325.235000,312,10.671000,0.860682,False
B0018,25,1.729972,1.732770,3.532438,2.349777,4.190151,1.892744,31.064410,3317.547000,310,10.703000,0.864986,False
B0018,26,1.727661,1.722231,3.536321,2.490470,4.189151,1.878466,31.520347,3311.766000,308,10.750000,0.863831,False
B0018,27,1.719572,1.711846,3.533535,2.465091,4.189631,1.870927,31.482408,3305.218000,306,10.813000,0.859786,False
B0018,28,1.712074,1.699268,3.527013,2.363133,4.187690,1.869834,31.264827,3295.453000,304,10.843000,0.856037,False
B0018,29,1.699085,1.694037,3.529257,2.479062,4.190215,1.862441,31.092616,3287.000000,302,10.875000,0.849542,False
B0018,30,1.688237,1.681903,3.527821,2.491906,4.189776,1.854868,31.172120,3276.922000,300,10.922000,0.844119,False
B0018,31,1.683368,1.676977,3.525693,2.433718,4.189846,1.853955,31.472682,3268.687000,298,10.969000,0.841684,False
B0018,32,1.674135,1.665523,3.524396,2.442451,4.188110,1.845813,31.665990,3260.594000,296,11.031000,0.837067,False
B0018,33,1.664154,1.657192,3.520798,2.438342,4.186369,1.838365,31.416608,3258.812000,295,11.047000,0.832077,False
B0018,34,1.661214,1.648224,3.519457,2.415725,4.190166,1.843617,31.179168,3243.422000,292,11.109000,0.830607,False
B0018,35,1.653545,1.638770,3.513166,2.323396,4.189966,1.837162,31.036644,3236.515000,281,11.531000,0.826773,False
B0018,36,1.635630,1.627649,3.517217,2.498504,4.188260,1.821284,31.072862,3230.734000,289,11.187000,0.817815,False
B0018,37,1.634216,1.622154,3.512009,2.350237,4.189740,1.827165,31.374517,3222.093000,287,11.219000,0.817108,False
B0018,38,1.625883,1.614007,3.509111,2.333774,4.186236,1.819173,31.496573,3220.344000,286,11.250000,0.812941,False
B0018,39,1.634012,1.676052,3.516107,2.317647,4.189625,1.869484,30.803017,3250.750000,288,11.297000,0.817006,False
B0018,40,1.642182,1.649301,3.519010,2.492395,4.186586,1.839884,31.064554,3239.344000,286,11.328000,0.821091,False
B0018,41,1.644725,1.632383,3.512421,2.372828,4.189366,1.838116,30.851571,3222.250000,283,11.382500,0.822362,False
B0018,42,1.629057,1.616416,3.508152,2.356070,4.188554,1.829788,30.676818,3206.157000,281,11.406000,0.814528,False
B0018,43,1.618787,1.610903,3.508649,2.464443,4.188765,1.821227,30.494051,3197.969000,279,11.469000,0.809394,False
B0018,44,1.608383,1.595464,3.505199,2.419517,4.188637,1.820051,30.465289,3181.625000,277,11.485000,0.804192,False
B0018,45,1.616425,1.726707,3.523165,2.342241,4.188466,1.895265,30.501321,3302.360000,301,10.969000,0.808213,False
B0018,46,1.624507,1.716567,3.527270,2.375547,4.189571,1.886854,30.643013,3285.812000,298,11.032000,0.812254,False
B0018,47,1.632630,1.695824,3.526763,2.414629,4.189585,1.878875,30.576599,3260.016000,295,11.047000,0.816315,False
B0018,48,1.640793,1.677778,3.523020,2.384465,4.189371,1.870604,30.539856,3240.031000,292,11.109000,0.820397,False
B0018,49,1.648997,1.660659,3.519792,2.398646,4.187606,1.856343,30.462762,3232.265000,290,11.156000,0.824498,False
B0018,50,1.657242,1.666411,3.525101,2.455713,4.188829,1.862586,31.180324,3232.031000,289,11.187000,0.828621,False
B0018,51,1.658528,1.646834,3.518519,2.323666,4.189202,1.860828,31.125344,3209.515000,286,11.219000,0.829264,False
B0018,52,1.631819,1.625764,3.519080,2.488054,4.186779,1.838672,30.935370,3196.125000,284,11.250000,0.815910,False
B0018,53,1.628191,1.612158,3.511417,2.330694,4.187889,1.843950,30.783185,3172.562000,281,11.312500,0.814096,False
B0018,54,1.622381,1.605737,3.510804,2.389400,4.189158,1.836361,30.758163,3172.735000,280,11.359000,0.811191,False
B0018,55,1.630493,1.673645,3.514326,2.486420,4.191290,1.864798,30.817042,3238.109000,279,11.719000,0.815247,False
B0018,56,1.644162,1.640435,3.519666,2.467363,4.190628,1.857384,31.005195,3191.063000,279,11.422000,0.822081,False
B0018,57,1.629721,1.613265,3.512404,2.375173,4.189158,1.848457,30.991133,3165.828000,276,11.500000,0.814861,False
B0018,58,1.610438,1.592096,3.507786,2.371626,4.185868,1.839305,30.927411,3140.407000,273,11.546000,0.805219,False
B0018,59,1.597604,1.586601,3.507660,2.463956,4.186907,1.830507,30.848143,3131.922000,271,11.594000,0.798802,False
B0018,60,1.591232,1.580077,3.507483,2.475545,4.189576,1.829341,30.793271,3121.109000,269,11.641000,0.795616,False
B0018,61,1.584434,1.564173,3.502387,2.379156,4.189809,1.827951,30.955176,3105.265000,267,11.687000,0.792217,False
B0018,62,1.571101,1.555618,3.503693,2.477616,4.188889,1.818927,30.959267,3091.250000,265,11.734000,0.785551,False
B0018,63,1.559984,1.540205,3.498995,2.420555,4.188221,1.817321,30.999131,3076.703000,263,11.750000,0.779992,False
B0018,64,1.552977,1.532161,3.495406,2.415388,4.186454,1.815904,30.892762,3062.328000,261,11.796000,0.776488,False
B0018,65,1.552633,1.531623,3.494528,2.397421,4.189567,1.822186,30.782424,3050.563000,259,11.843500,0.776317,False
B0018,66,1.537061,1.522260,3.496255,2.497753,4.189298,1.813123,30.712075,3034.672000,257,11.875000,0.768531,False
B0018,67,1.527853,1.506527,3.487696,2.372609,4.186793,1.804593,30.769161,3031.250000,256,11.906000,0.763926,False
B0018,68,1.522458,1.501422,3.486548,2.368443,4.188595,1.810119,30.762109,3011.343000,253,11.968000,0.761229,False
B0018,69,1.517672,1.496353,3.482298,2.331969,4.186295,1.809169,30.761843,3003.000000,252,11.984000,0.758836,False
B0018,70,1.525260,1.533426,3.491819,2.405776,4.187384,1.827727,30.839062,3045.187000,255,12.000000,0.762630,False
B0018,71,1.537248,1.523845,3.493996,2.472084,4.188929,1.818136,31.223430,3028.469000,253,12.031000,0.768624,False
B0018,72,1.523138,1.501192,3.484377,2.342731,4.185270,1.808732,31.273389,3012.937000,251,12.078000,0.761569,False
B0018,73,1.513334,1.492418,3.485912,2.419865,4.187998,1.806884,31.185407,2998.875000,249,12.109000,0.756667,False
B0018,74,1.503681,1.483324,3.484279,2.438880,4.187899,1.805130,31.007221,2983.547000,247,12.141000,0.751841,False
B0018,75,1.500959,1.480738,3.482989,2.430466,4.188292,1.811947,30.947270,2966.860000,245,12.172000,0.750479,False
B0018,76,1.486439,1.473508,3.483800,2.490727,4.187410,1.802296,31.094536,2954.797000,243,12.218500,0.743220,False
B0018,77,1.488180,1.468019,3.478754,2.367833,4.188657,1.809429,31.300921,2945.735000,242,12.235000,0.744090,False
B0018,78,1.479996,1.458092,3.475219,2.353270,4.188199,1.800171,31.187237,2941.375000,241,12.281000,0.739998,False
B0018,79,1.469874,1.447866,3.470740,2.362898,4.184528,1.798278,31.036126,2923.953000,239,12.312000,0.734937,False
B0018,80,1.473756,1.452781,3.474601,2.420200,4.192768,1.805908,30.777629,2921.031000,238,12.344000,0.736878,False
B0018,81,1.457036,1.442536,3.474052,2.472606,4.187874,1.796042,30.940652,2902.750000,236,12.375000,0.728518,False
B0018,82,1.453760,1.439271,3.475076,2.483165,4.188056,1.795136,31.207733,2897.875000,235,12.406000,0.726880,False
B0018,83,1.450413,1.428648,3.472424,2.434199,4.188063,1.794174,31.373392,2892.094000,234,12.437000,0.725207,False
B0018,84,1.439959,1.424903,3.471751,2.497859,4.185913,1.784302,31.270612,2886.921000,233,12.469000,0.719979,False
B0018,85,1.447158,1.469812,3.474541,2.374741,4.187260,1.813788,31.122107,2942.531000,237,12.485000,0.723579,False
B0018,86,1.454394,1.452582,3.471720,2.358934,4.187671,1.811073,31.222249,2912.469000,234,12.516000,0.727197,False
B0018,87,1.456129,1.442834,3.471398,2.441327,4.187836,1.800844,30.993873,2895.594000,232,12.547000,0.728065,False
B0018,88,1.449139,1.428376,3.462649,2.311420,4.187195,1.798745,30.906044,2884.406000,230,12.610000,0.724569,False
B0018,89,1.428236,1.415455,3.466073,2.495316,4.183340,1.780544,30.700324,2873.766000,229,12.610000,0.714118,False
B0018,90,1.435377,1.454577,3.473067,2.439848,4.192210,1.816779,31.197590,2893.375000,230,12.656000,0.717689,False
B0018,91,1.449507,1.428318,3.466855,2.376538,4.186622,1.798220,31.383702,2884.984000,229,12.672000,0.724753,False
B0018,92,1.440848,1.419703,3.465274,2.372230,4.186946,1.796575,31.488441,2870.234000,227,12.719000,0.720424,False
B0018,93,1.437124,1.415561,3.463888,2.361476,4.187440,1.795476,31.497640,2864.110000,226,12.750000,0.718562,False
B0018,94,1.426589,1.405680,3.457808,2.317938,4.184598,1.793869,31.363427,2846.640000,224,12.781000,0.713294,False
B0018,95,1.430674,1.408446,3.459814,2.337286,4.186742,1.801500,31.347228,2839.532000,223,12.820500,0.715337,False
B0018,96,1.418936,1.396855,3.458028,2.352881,4.187152,1.791623,31.397266,2832.703000,222,12.843000,0.709468,False
B0018,97,1.408353,1.393567,3.461400,2.464612,4.187096,1.781872,31.447549,2827.078000,221,12.875000,0.704176,False
B0018,98,1.402449,1.389364,3.461129,2.468466,4.187367,1.779822,31.562025,2821.531000,219,12.953000,0.701225,False
B0018,99,1.399549,1.378565,3.455557,2.409292,4.185346,1.785785,31.516766,2805.156000,216,13.062000,0.699775,False
